지점,지점명,일시,최저기온(°C),최고기온(°C),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위)
133,대전,2001,-17.4,34.4,2233.6,50.2,5228.72,2.1,340
133,대전,2002,-12,34.2,2058,46.24,4949.54,2.2,340
133,대전,2003,-14.5,32.2,1838.9,41.31,4710.42,2.1,340
133,대전,2004,-14.3,34.8,2198.3,49.27,5003.82,1.7,250
133,대전,2005,-15.7,34.3,2144.4,48.17,4819.86,2,340
133,대전,2006,-13.5,34.2,1990.5,44.71,5072.48,1.8,340
133,대전,2007,-9.3,33.7,1914.8,43.02,4945.26,1.8,180
133,대전,2008,-11.6,33.4,2117.9,47.48,5317.14,1.8,320
133,대전,2009,-13.3,32.7,2180.4,48.98,5333.58,1.8,320
133,대전,2010,-14.4,33.9,1985.3,44.6,5002.34,1.8,320
133,대전,2011,-16.1,33.3,2048.7,46.03,5057.9,1.8,320
133,대전,2012,-14.4,36.9,2367.6,53.07,5215.25,1.8,320
133,대전,2013,-16.5,35,2513.1,56.45,5538.34,1.6,320
133,대전,2014,-10.7,34.9,2378.3,53.42,5550.96,1.5,320
133,대전,2015,-12.4,36.3,2417.9,54.33,5658.3,1.5,320
133,대전,2016,-17,37.6,2440.1,54.7,5697.09,1.5,320
133,대전,2017,-11.8,35.9,2632,59.12,5954.04,1.6,320
133,대전,2018,-16.3,39.4,2542.1,57.11,5589.11,1.5,320
133,대전,2019,-9.6,36,2474.3,55.76,5744.1,1.4,320
133,대전,2020,-13.2,35.4,2394.5,54.36,5523.26,1.4,320
133,대전,2021,-17.5,36.1,2354.3,54.53,5005.07,1.5,20
133,대전,2022,-13.5,35.7,2342.9,52.63,5533.4,1.9,320
133,대전,2023,-17.7,35.7,2309.9,51.89,5409.97,1.5,320
133,대전,2024,-12.3,36.6,2281.2,51.14,5422.76,1.8,320
135,추풍령,1974,-15.3,34.4,2086,47.06,,3.1,270
135,추풍령,1975,-10.5,33.9,1975.1,44.55,,3,270
135,추풍령,1976,-15.6,33.3,2137.1,48.08,,2.9,270
135,추풍령,1977,-16,35.9,2400.2,54.13,,3,270
135,추풍령,1978,-14.4,34.6,2367,53.39,,3.2,270
135,추풍령,1979,-11.9,33,2182.1,49.22,,2.9,270
135,추풍령,1980,-14.5,31.5,2011.3,45.25,,3.1,270
135,추풍령,1981,-15.9,33.6,2233.2,50.37,3581.9,3.3,270
135,추풍령,1982,-13.5,34.7,2389.9,53.9,5076.78,2.7,290
135,추풍령,1983,-13.6,34.5,2253,50.65,3387.14,3,270
135,추풍령,1984,-14.2,35.6,2286.3,51.27,4216.18,2.8,270
135,추풍령,1985,-17.2,34.5,2074.7,46.62,4045.03,2.7,270
135,추풍령,1986,-14.7,33.7,2123.7,47.72,3642.35,2.9,270
135,추풍령,1987,-12.6,32.4,2340.3,52.6,4196,2.8,270
135,추풍령,1988,-12.8,34.1,2309.2,51.77,4024.8,2.9,270
135,추풍령,1989,-11.6,33.2,2235.6,50.24,4818.83,2.6,270
135,추풍령,1990,-16.1,35,2122.5,47.85,4847.87,2.6,270
135,추풍령,1991,-14.6,32.3,2270.3,51.02,5057.14,2.9,270
135,추풍령,1992,-11.1,34.4,1933.8,43.36,4738.74,2.8,270
135,추풍령,1993,-11.4,30.8,1985.2,44.62,4318.2,2.6,250
135,추풍령,1994,-12.6,36.8,2444,54.93,4582.99,2.4,270
135,추풍령,1995,-11.7,35.2,2292.8,51.52,3965.12,2.6,270
135,추풍령,1996,-13.9,35.1,2353.9,52.78,3964.97,2.6,270
135,추풍령,1997,-13.5,33.4,2352.6,52.87,4230.74,2.5,270
135,추풍령,1998,-13.2,32.9,1863.5,41.88,3670.05,2.1,270
135,추풍령,1999,-13.8,33.5,2040.6,45.86,3996.78,2.3,270
135,추풍령,2000,-12.6,34.4,2154.5,48.32,4970.72,3.2,270
135,추풍령,2001,-17.5,36.1,2271.3,51.04,5453.12,2.8,270
135,추풍령,2002,-12,34.1,2129.3,47.83,3862.68,3,270
135,추풍령,2003,-14,32.9,1936.1,43.5,4437.75,2.3,270
135,추풍령,2004,-15.6,35.2,2286.3,51.25,4920.33,2.4,270
135,추풍령,2005,-14.2,35.8,2258,50.73,4943.93,2.6,270
135,추풍령,2006,-13.8,35.7,2068.7,46.47,4518.08,2.1,270
135,추풍령,2007,-8.8,32.7,2010,45.15,4473.77,2.1,270
135,추풍령,2008,-12.3,33.8,2112.5,47.36,5319.11,2.4,270
135,추풍령,2009,-14,33.2,2134.5,47.96,5279.09,2.8,270
135,추풍령,2010,-12.9,33.8,2026.4,45.52,5096.45,2.7,270
135,추풍령,2011,-15.9,31.9,2107.7,47.35,5119.59,2.8,270
135,추풍령,2012,-15.2,34.7,2279.7,51.11,4730.88,2.8,270
135,추풍령,2013,-15.8,34,2170.6,48.77,4491.75,2.7,270
135,추풍령,2014,-12.6,35,2253.6,50.62,5294.76,2.6,270
135,추풍령,2015,-12.1,34.8,2315.2,52.01,5123.75,2.6,270
135,추풍령,2016,-16.8,35.6,2309.2,51.77,5099.57,2.6,270
135,추풍령,2017,-12.1,34.6,2574.7,57.84,5423.57,2.8,270
135,추풍령,2018,-15.9,36.7,2527.8,56.78,5373.71,2.8,270
135,추풍령,2019,-11.2,33.8,2549.1,57.8,5414.47,2.6,270
135,추풍령,2020,-13.5,33.6,2167.5,48.59,5395.45,2.7,270
135,추풍령,2021,-17.4,33.7,2121.8,47.78,5317.11,2.6,270
135,추풍령,2022,-13.7,34,2338,52.52,5641.2,2.6,270
135,추풍령,2023,-17.8,33.9,2284.8,51.67,5482.28,2.3,270
135,추풍령,2024,-12.2,34.6,2229,50.34,5340.53,2.4,270
136,안동,1974,-20.2,34.5,2720.8,72.19,8298.19,1.3,290
136,안동,1975,-13.7,35.3,2580,58.19,7510.82,1.2,290
136,안동,1976,-17.4,34.2,2675.6,60.19,6900.08,1.3,290
136,안동,1977,-17.5,37.6,2851.4,64.31,38.82,1.2,290
136,안동,1978,-12.7,27.2,946.5,69.04,,,290
136,안동,1981,,,,,,,270
136,안동,1982,,,,,,,270
136,안동,1983,-15.9,36.1,2330.7,52.39,4750.88,1.9,290
136,안동,1984,-16.9,36.8,2287.4,51.31,3640.96,1.9,290
136,안동,1985,-17.5,36,2306,51.84,4700.84,1.9,290
136,안동,1986,-16.4,34.8,2268,50.98,4831.86,1.9,290
136,안동,1987,-14,33.3,2217.7,49.85,3779.85,1.9,290
136,안동,1988,-14.1,36.6,2318.3,52.01,4081.07,2.1,320
136,안동,1989,-13.5,33.8,2137.2,48.03,4341.29,1.8,140
136,안동,1990,-18.5,36.7,1986.8,44.65,4314.09,1.7,320
136,안동,1991,-15.2,32.6,2227.7,50.06,4675.61,1.8,290
136,안동,1992,-12.9,35.3,2174.8,48.77,4550.92,1.7,320
136,안동,1993,-15.8,32,2141.9,48.13,4530.89,1.7,250
136,안동,1994,-14.2,36.8,2556.7,57.46,5428.05,1.7,290
136,안동,1995,-14.6,36.2,2261.7,50.83,5397.76,1.7,320
136,안동,1996,-14.4,36.7,2195.8,49.24,5321.1,1.7,320
136,안동,1997,-16.2,35.7,2268.7,50.98,5525.15,1.6,270
136,안동,1998,-13.6,33.4,1988.4,44.69,4833.3,1.6,90
136,안동,1999,-15.1,34.6,2148.4,48.29,5093.42,1.7,160
136,안동,2000,-14,35.1,2151.8,48.25,4586.18,1.4,290
136,안동,2001,-17.8,34.5,2313.4,51.98,4420.82,1,290
136,안동,2002,-14.1,34.2,2170.3,48.74,4183.16,1.5,290
136,안동,2003,-16.7,32.4,1883.3,42.3,3889.33,1.5,290
136,안동,2004,-15.9,35.7,2280.9,51.11,4314.31,1.6,290
136,안동,2005,-15.8,34.6,2300,51.65,4475.47,1.8,290
136,안동,2006,-15.2,35.7,2058.6,46.23,4062.02,1.7,290
136,안동,2007,-13.3,33.9,2027.5,45.53,4045.68,1.7,290
136,안동,2008,-13.3,35,2202.6,49.36,5476.7,1.6,290
136,안동,2009,-15,33.5,2186.3,49.1,5337.43,1.6,290
136,안동,2010,-17.7,35.6,2030.6,45.6,5091.11,1.6,290
136,안동,2011,-16.9,33.9,2129.7,47.83,5173.78,1.7,290
136,안동,2012,-18.6,38,2221.6,49.78,5239,1.8,290
136,안동,2013,-20.4,36,2527.1,56.76,4899,1.6,290
136,안동,2014,-13.4,35.6,2434.1,54.67,5338.67,1.6,290
136,안동,2015,-13.1,37.2,2604,58.48,5296.9,1.7,290
136,안동,2016,-15.7,37.8,2612.6,59.4,5186.38,1.7,290
136,안동,2017,-14.5,36.6,2941.2,66.06,5504.78,1.7,290
136,안동,2018,-18.2,38.9,2698.4,60.6,5793.86,1.6,290
136,안동,2019,-11.6,36.9,2550.3,57.41,5603.51,1.5,290
136,안동,2020,-14.7,35.7,2488,55.87,5487.72,1.6,290
136,안동,2021,-15.8,36,2414.5,54.22,5369.12,1.6,290
136,안동,2022,-16.3,36.3,2635.6,59.36,5739.42,1.6,290
136,안동,2023,-18.1,35.6,2358.9,52.97,5636.56,1.5,290
136,안동,2024,-12.5,36,2285.3,51.64,5551.45,1.5,290
137,상주,2002,-10.6,35,2170.2,48.75,,2.1,270
137,상주,2003,-13,34.2,1932.6,43.41,,1.8,270
137,상주,2004,-14.2,36.3,2259.1,50.63,,1.7,270
137,상주,2005,-13.6,35.3,2185.2,49.08,,2,270
137,상주,2006,-12.5,36.6,1998.4,44.89,,1.7,250
137,상주,2007,-9.1,35,1971.7,44.29,,1.7,250
137,상주,2008,-11.4,35.3,2060.5,46.18,,1.7,270
137,상주,2009,-13.8,34.2,2065.5,46.39,,1.8,270
137,상주,2010,-12.6,35,1943.1,43.65,,1.7,270
137,상주,2011,-15.8,33.7,2031.4,45.63,,1.8,270
137,상주,2012,-15.7,35.5,2320.1,52,,1.7,270
137,상주,2013,-15.4,35.6,2489.9,55.93,,1.7,270
137,상주,2014,-11.7,35.8,2324.5,52.22,,1.5,270
137,상주,2015,-11.1,36.6,2435.6,54.71,,1.5,270
137,상주,2016,-15.1,37.2,2220.7,49.78,,1.5,270
137,상주,2017,-11.2,36.6,2508.2,56.34,,1.7,270
137,상주,2018,-14.9,38.5,2401.1,53.94,,1.6,270
137,상주,2019,-8.7,35.2,2310.5,52.23,,1.4,270
137,상주,2020,-13,35,2271.9,50.92,,1.4,270
137,상주,2021,-16.3,34.7,2238.5,50.28,803.66,1.4,250
137,상주,2022,-12.4,36.1,2410.6,54.27,5548.84,1.4,250
137,상주,2023,-16.8,36,2331,52.68,5511.9,1.3,270
137,상주,2024,-11.7,35.7,2311,51.97,5486.44,1.2,270
138,포항,1974,-11.5,34.5,2005.4,45.23,,3.2,230
138,포항,1975,-7.8,35,1872.8,42.24,,3,230
138,포항,1976,-13.1,34.4,1726.5,38.84,,2.9,230
138,포항,1977,-12.8,37.9,2019.4,45.56,,3,230
138,포항,1978,-11,37.9,2125.9,47.95,,2.9,230
138,포항,1979,-9.3,35.9,2099.7,47.35,,2.9,230
138,포항,1980,-11.4,34,2109.6,47.46,,3,230
138,포항,1981,-11.8,36.8,2359.9,53.22,3078.74,3,200
138,포항,1982,-11.5,36.1,2358.1,53.18,5266.8,3.1,250
138,포항,1983,-9.5,37.8,2339.4,52.59,3942.07,3.3,250
138,포항,1984,-12.8,37.9,2345.7,52.62,5001.98,2.9,250
138,포항,1985,-12.6,36.7,2193.6,49.32,4689.58,3,250
138,포항,1986,-11.7,35.8,2199.9,49.45,4174.99,2.8,250
138,포항,1987,-9.8,35.8,2131.7,47.92,4822.3,3,250
138,포항,1988,-9.9,37,2133.7,47.86,4073.73,3.2,270
138,포항,1989,-8.3,36.1,1996.4,44.89,4027.21,3.1,270
138,포항,1990,-11.1,35.7,2077.4,46.7,3921.63,2.8,270
138,포항,1991,-11.7,34.3,2126.9,47.81,4653.18,2.9,250
138,포항,1992,-5.3,36.8,2249.9,50.47,4787.38,2.8,250
138,포항,1993,-7.6,32.3,1952.1,43.89,4596.35,2.5,250
138,포항,1994,-8.8,38.6,2495.7,56.1,5321.01,2.7,230
138,포항,1995,-8.4,37,2480.2,55.75,5093.59,2.7,230
138,포항,1996,-10.5,37.5,2191,49.15,4873.72,2.6,230
138,포항,1997,-9.7,35.9,2287.7,51.43,4942.26,2.6,230
138,포항,1998,-9.5,35.2,2030,45.63,4317.92,3,230
138,포항,1999,-8,34.1,2204.6,49.56,4614.12,3,230
138,포항,2000,-7.7,35.8,2198,49.29,4869.49,2.6,230
138,포항,2001,-11.6,37.5,2287.2,51.4,4962.14,2.4,230
138,포항,2002,-7.5,35.4,2359.7,53,5331.79,2.9,230
138,포항,2003,-10.4,35.3,2101.1,47.21,4592.34,2.7,230
138,포항,2004,-11.7,37.6,2399.2,53.79,5030.37,2.7,230
138,포항,2005,-11.6,37.7,2415.8,54.28,5118.81,2.8,230
138,포항,2006,-10.7,36.2,2072.6,46.56,4681.41,2.7,200
138,포항,2007,-4.9,36,2062.6,46.34,4937.16,2.2,200
138,포항,2008,-8.3,35.6,2305.1,51.68,5488.84,2.1,200
138,포항,2009,-8.8,35.3,2269.9,51,5371.97,2.2,200
138,포항,2010,-8.7,35.7,2262.1,50.82,5334.97,2.2,200
138,포항,2011,-12.7,35.1,2193.6,49.29,5276.43,2.2,360
138,포항,2012,-11.5,36.8,2239.6,50.51,5261.6,2.2,250
138,포항,2013,-12.3,37.6,2452.4,55.1,5180.28,2.5,250
138,포항,2014,-8.3,36,2311.6,51.93,3596.07,2.7,320
138,포항,2015,-9.3,37.5,2353.3,53.96,4074.85,2.7,250
138,포항,2016,-12.3,39.3,2353.1,52.75,4202.72,2.6,250
138,포항,2017,-8,38.6,2755.2,61.9,3927,2.7,250
138,포항,2018,-12.9,39.4,2595.4,58.31,4739.87,2.8,250
138,포항,2019,-5.1,36.5,2539.3,57.05,5093.04,2.6,250
138,포항,2020,-10.1,36.9,2557.2,57.32,5184.7,2.7,250
138,포항,2021,-12.6,35.3,2494.2,56.04,5187.57,2.7,230
138,포항,2022,-8.8,37.9,2640,59.31,5480.57,2.7,230
138,포항,2023,-13.9,36.7,2466.9,55.6,5497.59,2.8,250
138,포항,2024,-9.2,37.7,2346.5,52.6,5378.43,2.9,250
140,군산,1974,-12.4,33.6,2258.1,50.95,,4.1,290
140,군산,1975,-9.2,34.7,2418.4,54.56,,4,70
140,군산,1976,-12,34.2,2332.6,52.49,,4.3,70
140,군산,1977,-12.4,34.8,2301.3,51.92,17.15,4,50
140,군산,1978,-10.7,35,2350.1,53.02,,4.1,290
140,군산,1979,-9,33.6,2184.2,49.28,,4.1,270
140,군산,1980,-13,30.5,1993.4,44.86,,4.3,270
140,군산,1981,-12.7,34.8,2065.6,46.6,0,4,270
140,군산,1982,-10.4,33.7,2117.3,47.76,,4,90
140,군산,1983,-9.9,34.3,1955.1,43.95,,3.9,270
140,군산,1984,-11.5,34.5,2132.9,47.84,,3.8,90
140,군산,1985,-13,35.1,2087.5,46.94,,3.9,90
140,군산,1986,-12.7,33.8,2246.5,50.5,,3.9,90
140,군산,1987,-10,33.2,2121.5,47.69,,4.1,290
140,군산,1988,-9.2,34.4,2366.3,53.08,,4.3,290
140,군산,1989,-7.5,34.1,2061.9,46.36,,3.9,290
140,군산,1990,-13.9,34,1915.3,43.06,,4,70
140,군산,1991,-11.1,34.4,1994.1,44.82,,3.9,70
140,군산,1992,-7,32.8,2053.8,46.07,,3.8,70
140,군산,1993,-9.1,30.5,1971.5,44.32,,4,70
140,군산,1994,-10.3,36.9,2339.3,52.59,,3.7,290
140,군산,1995,-9.3,34.4,2337.7,52.55,,3.5,290
140,군산,1996,-10.9,35.1,2058.5,46.18,,3.4,70
140,군산,1997,-11.1,34.3,2320.1,52.16,,3.5,250
140,군산,1998,-10,33.5,1852.4,41.64,,3.3,70
140,군산,1999,-9.2,33.8,2108.8,47.4,,3.3,70
140,군산,2000,-8.9,33.1,2232,50.1,,4,90
140,군산,2001,-13.4,33.8,2292.4,51.54,,3.5,90
140,군산,2002,-7.6,35.3,2063.6,46.39,,3.9,290
140,군산,2003,-12.8,32,1874.9,42.12,,3.5,90
140,군산,2004,-14.7,35.1,2285.9,51.24,,2.4,320
140,군산,2005,-14.5,35.7,2218.9,49.85,,2.6,320
140,군산,2006,-12,35.7,2127.2,47.79,,2.5,320
140,군산,2007,-7.3,32.9,2046.6,45.98,,2.3,340
140,군산,2008,-11,34.5,2252.8,50.5,,2.2,340
140,군산,2009,-11.4,32.5,2325.4,52.24,,2.3,340
140,군산,2010,-12.7,34.7,2103.4,47.25,,2.4,340
140,군산,2011,-13.6,34,2103.3,47.25,,2.3,340
140,군산,2012,-11.5,36.1,2277.2,51.05,,2.4,290
140,군산,2013,-13.5,34.9,2398.9,53.89,,2.4,270
140,군산,2014,-8.8,35.3,2305.6,51.79,,2.1,250
140,군산,2015,-9.1,34.7,2307.2,51.83,,2.1,270
140,군산,2016,-13.8,34.9,2351.7,52.72,,2.1,290
140,군산,2017,-10,36.2,2550.1,57.29,,2.2,270
140,군산,2018,-15,37.1,2566.9,57.66,,2,360
140,군산,2019,-8.1,34.9,2478,55.66,,,320
140,군산,2020,-10.6,34.7,2325.3,52.13,,2.1,320
140,군산,2021,-16.8,34.4,2390.1,53.69,,2,290
140,군산,2022,-11.5,35.7,2371,53.68,,2.3,290
140,군산,2023,-15.4,35.6,2302.9,51.73,,2.2,290
140,군산,2024,-9.2,35.6,2202.9,49.39,,2.2,290
143,대구,1974,-14.1,37,2028.7,45.76,,3.1,270
143,대구,1975,-9.9,36.5,2129.8,48.04,,3.1,270
143,대구,1976,-13.3,36.5,2192.4,49.33,,2.8,140
143,대구,1977,-13.8,39.5,2257,50.91,,2.7,270
143,대구,1978,-11.3,37.7,2376,53.6,,2.7,270
143,대구,1979,-9.8,35.6,2311.4,52.14,,2.8,230
143,대구,1980,-12.6,33.9,2283.4,51.37,,3.2,290
143,대구,1981,-13.2,36.5,2452,55.31,4393.93,3.3,320
143,대구,1982,-12.6,35.7,2442.9,55.1,4849.9,3.1,270
143,대구,1983,-12,37.6,2448.9,55.05,4515.04,3.2,290
143,대구,1984,-12.4,38.1,2470.8,55.42,4681.34,3.2,290
143,대구,1985,-12.8,37.7,2266,50.94,4735.14,3,290
143,대구,1986,-12,36.6,2296.4,51.63,5045.04,3,290
143,대구,1987,-10.7,36.3,2270.8,51.05,4632.97,2.9,290
143,대구,1988,-9.9,38,2219.5,49.77,4658.33,3.1,290
143,대구,1989,-9.4,35.5,2115.5,47.56,4511.59,2.9,90
143,대구,1990,-11.8,38.5,2213.3,49.76,4333.26,3,290
143,대구,1991,-12.4,35,2256.6,50.73,4597.98,3,290
143,대구,1992,-8.2,37.8,2234.9,50.13,4573.1,2.9,290
143,대구,1993,-9.6,34.3,2130.5,47.89,4485.15,2.9,290
143,대구,1994,-9.8,39.4,2578.6,57.97,5060.1,3,290
143,대구,1995,-8.9,39.2,2532.5,56.93,4671.3,2.6,290
143,대구,1996,-11,38.3,2308.8,51.8,4117.16,2.8,270
143,대구,1997,-10,36.6,2278.9,51.23,4668.08,2.2,270
143,대구,1998,-10.1,35.3,2023.3,45.48,4229.89,2.6,270
143,대구,1999,-9.3,35.5,2155.5,48.46,4468.31,2.7,290
143,대구,2000,-7.9,35,2284.2,51.22,4904.97,2.2,290
143,대구,2001,-11.7,35.8,2397.4,53.88,5192.21,1.9,290
143,대구,2002,-8.5,35.4,2269.2,50.98,4952.89,2.6,290
143,대구,2003,-10.9,34.7,2049.5,46.05,4641.34,2.4,290
143,대구,2004,-11.8,36.9,2359.3,52.89,5083.35,2.4,290
143,대구,2005,-11.1,36.2,2364.3,53.11,5202.9,2.5,290
143,대구,2006,-10.1,37.2,2092.7,47.02,4384.31,2.4,290
143,대구,2007,-5.1,36.4,2045.4,45.95,4716.65,2.3,270
143,대구,2008,-8.5,36.2,2180.7,48.89,5206.52,2.2,290
143,대구,2009,-10.5,35.3,2161.2,48.56,5184.78,2.2,270
143,대구,2010,-10,36.5,2081.1,46.75,4891.48,2.1,270
143,대구,2011,-13.1,35.5,2150.3,48.96,4860.35,2.2,270
143,대구,2012,-12.4,37.2,2534.9,56.83,5591.38,2.2,290
143,대구,2013,-12.5,37.9,2693.5,60.68,5778.38,2,290
143,대구,2014,-7.4,37.5,2428.4,54.55,5425.2,1.9,290
143,대구,2015,-8.9,38.3,2362,53.07,5299.98,2.1,290
143,대구,2016,-13,38.1,2277.3,51.05,5026.89,2.1,290
143,대구,2017,-10.2,38.4,2621.6,58.9,5511.59,2.2,290
143,대구,2018,-13.9,39.2,2495.3,56.06,5331.1,2.2,110
143,대구,2019,-7.2,36.9,2440.5,55.11,5287.27,2,290
143,대구,2020,-10.3,37,2420.8,54.26,5556.63,2.3,290
143,대구,2021,-13.6,37.2,2380.7,53.49,5507.68,2.3,140
143,대구,2022,-9.3,37.8,2591.3,58.21,5799,2.3,110
143,대구,2023,-14.2,37.7,2424.1,54.77,5476.58,2.2,110
143,대구,2024,-8.8,37.2,2339.3,52.44,5469.17,2.2,110
146,전주,1974,-13.3,35.6,2082.6,46.99,,1.3,140
146,전주,1975,-11.2,35.2,2153.8,48.6,,1.2,140
146,전주,1976,-13.8,35,2048.2,46.09,,1.2,140
146,전주,1977,-14,36.2,2050.4,46.26,,1.1,140
146,전주,1978,-12.2,36.4,2305.9,52.02,,1.1,140
146,전주,1979,-9.8,34.1,2206.8,49.79,,1,320
146,전주,1980,-13.2,31.9,2040.1,45.91,,1.2,320
146,전주,1981,-13.3,35.7,2042.6,46.08,2877.76,1.2,320
146,전주,1982,-12.3,34,2233.8,50.4,5007.19,1.3,320
146,전주,1983,-11.6,35.7,2228.9,50.11,4840.09,1.3,140
146,전주,1984,-13.8,36,2251,50.49,4797.72,1.5,160
146,전주,1985,-14.9,35.1,1961.5,44.1,4538.41,1.5,160
146,전주,1986,-13.3,35.5,2153.1,48.41,4537.3,1.4,140
146,전주,1987,-10.4,32.9,2087.9,46.94,4220.82,1.5,160
146,전주,1988,-10.9,37.8,2147.5,48.16,4911.43,1.5,160
146,전주,1989,-10.2,34.9,1924,43.25,4624.44,1.4,160
146,전주,1990,-16,36.2,1749.4,39.33,4343.18,1.3,160
146,전주,1991,-15.5,34.9,2009.4,45.18,4251.82,1.3,160
146,전주,1992,-8.8,34.6,2097.9,47.06,4292.65,1.3,160
146,전주,1993,-12.3,32.5,2011.2,45.21,4198.81,1.3,180
146,전주,1994,-13.3,38.2,2336.1,52.52,4632.47,1.4,180
146,전주,1995,-10.8,35,2350.2,52.84,4196.36,1.3,180
146,전주,1996,-11.2,36.3,2177.3,48.84,3896.48,1.2,160
146,전주,1997,-13.8,35.3,2161.8,48.59,4268.51,1.1,270
146,전주,1998,-12.2,34.6,1881,42.29,3846.97,1.8,180
146,전주,1999,-10.8,34.8,2196.6,49.39,4066.03,1.8,180
146,전주,2000,-11,34.9,2039,45.73,4550.59,1.6,180
146,전주,2001,-12.5,36,2125.1,47.77,5011.09,1.7,160
146,전주,2002,-9.7,36.2,1888.3,42.42,4815.82,2,160
146,전주,2003,-15.1,33.7,1731.3,38.9,4452.04,1.8,160
146,전주,2004,-13.1,36.5,2110.5,47.31,4905.77,2,160
146,전주,2005,-15,35.8,2021.8,45.42,4906.84,2.1,160
146,전주,2006,-13.1,36.4,1920.3,43.14,4656.18,2,160
146,전주,2007,-7.2,34.8,1895,42.58,4667.61,1.9,160
146,전주,2008,-10.8,35.3,1993.2,44.67,5040.5,1.8,160
146,전주,2009,-12.9,34.4,2037.4,45.78,5044.86,1.9,160
146,전주,2010,-10.9,35.7,1872.1,42.06,4801.76,2,160
146,전주,2011,-13.4,36.2,1954.6,43.91,4975.84,1.9,160
146,전주,2012,-12.7,38.3,2010.5,45.06,4879.76,1.9,140
146,전주,2013,-15.3,37.8,2315,52.01,4602.63,1.8,160
146,전주,2014,-9.7,36,2210.1,49.65,4698.98,1.4,160
146,전주,2015,-10.1,35.3,2192.8,49.27,5199.76,1.6,140
146,전주,2016,-13,36.2,2170.1,48.64,5318.68,1.8,140
146,전주,2017,-9.7,35.1,2428,54.55,5630.16,1.7,140
146,전주,2018,-15,38.9,2461.6,55.3,5679.3,1.7,140
146,전주,2019,-7.5,35.1,2319.3,52.11,5529.66,1.6,140
146,전주,2020,-10,35.1,2239.2,50.19,5193.35,1.6,140
146,전주,2021,-16.5,36.3,2268.6,51.08,5098.65,1.6,140
146,전주,2022,-9.7,35.6,2396.9,53.85,5328.18,1.6,140
146,전주,2023,-15,35.5,2350.9,52.94,5122.64,1.6,140
146,전주,2024,-8.7,36.5,2330.6,52.36,5132.64,1.6,140
152,울산,1974,-11,33.7,2172.4,49.01,,2.5,360
152,울산,1975,-8.6,34.8,2139.7,48.27,9.84,2.6,20
152,울산,1976,-12.1,35.1,2256.2,50.77,,2.3,20
152,울산,1977,-12.5,36.6,2347,52.95,,2.6,20
152,울산,1978,-9.8,37.4,2484,56.04,,2.5,20
152,울산,1979,-8.5,35.6,2294.2,51.76,,2.2,50
152,울산,1980,-11.9,34.1,2117.8,47.66,,2.3,320
152,울산,1981,-11.2,35.9,2361.5,53.28,,2,340
152,울산,1982,-11.6,35.5,2298.9,51.86,,2,340
152,울산,1983,-9.5,38.6,2327.1,52.31,,2,340
152,울산,1984,-11.5,36.7,2376.1,53.3,,2.1,360
152,울산,1985,-11.8,36.8,2227.2,50.07,,2.2,360
152,울산,1986,-10.6,35.3,2351.7,52.87,,2.2,360
152,울산,1987,-9.7,34,2214,49.77,,2.2,360
152,울산,1988,-9.5,35.1,2262.3,50.74,,2.4,340
152,울산,1989,-9.1,35.4,1923.4,43.23,,2.3,20
152,울산,1990,-11.8,36.5,1988.8,44.71,,2.2,50
152,울산,1991,-11.8,33.8,2083.2,46.83,,2.1,50
152,울산,1992,-6.1,36.7,2031.4,45.56,,2,320
152,울산,1993,-7.8,32,1878.9,42.23,,1.9,360
152,울산,1994,-9.4,38.2,2437.6,54.79,,2,340
152,울산,1995,-8,37.2,2213.3,49.75,,2.1,360
152,울산,1996,-10.8,37.4,2221.2,49.82,,2,320
152,울산,1997,-10,35.4,2184.8,49.11,,2,360
152,울산,1998,-8.2,35,1741.2,39.14,,2.3,50
152,울산,1999,-7.3,32.3,2126.3,47.8,,2.4,320
152,울산,2000,-7.8,35.4,2201,49.37,,2.1,320
152,울산,2001,-9.8,35.7,2320.1,52.15,,1.9,320
152,울산,2002,-6.1,35,2252.4,50.61,,1.6,320
152,울산,2003,-9.9,35.4,1965.5,44.15,,2.2,290
152,울산,2004,-10.6,36.3,2361.6,52.94,,2.3,290
152,울산,2005,-10.4,35.5,2325.9,52.25,,2.4,290
152,울산,2006,-9.7,36,2126.5,47.77,,2.2,290
152,울산,2007,-4.9,35.7,2083.1,46.79,,2.2,50
152,울산,2008,-8.5,35.1,2307.9,51.74,,2.1,50
152,울산,2009,-9.2,34.2,2240.9,50.34,,2.2,50
152,울산,2010,-8.5,35.4,2231.5,50.13,,2.3,50
152,울산,2011,-13.5,34.6,2225,49.98,,2.3,320
152,울산,2012,-11.6,35.4,2288.9,51.31,,2.3,20
152,울산,2013,-12.2,38.8,2376,53.38,,2.1,290
152,울산,2014,-6.5,34.9,2202.8,49.49,,2.2,320
152,울산,2015,-8.2,36.8,2231.5,50.13,,2.2,320
152,울산,2016,-11.4,35.7,2371.2,53.15,,2.1,340
152,울산,2017,-8.7,36.1,2722.1,61.16,,2.2,340
152,울산,2018,-12.4,37.3,2579.9,57.96,,2.2,340
152,울산,2019,-5.3,35,2605.8,58.54,,2.1,340
152,울산,2020,-8.9,35.5,2547.6,57.11,,2.2,340
152,울산,2021,-12.2,34.2,2502.6,56.23,,2.1,340
152,울산,2022,-8.8,35.2,2615.9,58.77,,2.1,340
